group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,13,-1.058374172,1.611329327,-3.132960488,3.103941981,0.185798443,16.40386747,-312.7632495,312.73798,89.07090243,70.61716478,5.748858405,597.0123297,0.014652015,0.729
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,14,-0.533943604,1.44334885,-2.747082089,1.510912885,0.27978728,0.407523619,-0.686648735,1.161859197,132.6588548,116.7609053,11.80158263,523.0609981,0.005860806,0.3975
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,15,-1.340871636,1.516808947,-2.605548803,2.347480978,-0.6065222,2.253485823,-7.980905096,8.684091646,142.838822,82.21927091,10.3870339,367.3520628,0.007326007,0.424
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,16,-1.219639415,1.852828887,-3.133008365,3.139878756,0.402430585,17.70173934,-2.696446694,313.3116541,77.62219181,46.0571479,3.9740796,225.3625039,0.005128205,0.9
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,17,-2.187409393,0.255979184,-2.612606709,-1.557207583,2.183683585,4.546051529,-4.038727141,9.109630875,113.4834854,48.12741349,17.30106303,203.5953193,0.002930403,0.08
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,18,0.664512023,0.214330136,0.137125105,0.939502168,0.494378514,0.659440341,-0.550570611,2.147970849,49.2892506,26.19736848,4.196913034,127.1361571,0.001465201,1.02
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,19,0.419793606,0.203518025,0.076018108,0.626840196,0.289833053,0.977371688,-2.299173158,1.005753379,95.10409677,43.57826628,5.275835826,159.6804235,0.001465201,0.21
control,pre-induction_EPM_fixed_2_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,137,20,0.594814627,1.494003099,-1.810835993,2.146239928,3.998473422,1.762442984,0.660631947,6.775413273,131.4335411,56.37833168,41.16403159,236.9330933,0.001465201,0.19
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,0,-0.01314375,1.636386683,-3.138725616,3.139766964,0.037639516,10.01438203,-314.0404515,313.9693532,54.87165443,36.89000766,0.429278632,310.6013974,0.183805668,0.433303965
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,1,0.324315605,1.193728178,-3.127608412,3.016930175,0.013862738,0.233346377,-1.620711887,3.256846763,37.68481756,21.61391355,0.621418612,164.7283352,0.151417004,0.686203209
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,2,-0.304500203,1.614139785,-3.1312759,3.135335988,0.449070838,20.46166777,-6.024675002,313.2263763,91.97757101,62.25354763,1.025034853,428.2050627,0.120647773,0.28147651
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,3,0.036837608,1.57919596,-3.140140316,3.140998131,0.147361215,17.77545132,-313.6924767,313.6767661,92.57111491,62.8510553,1.037020752,401.1901251,0.109311741,0.368296296
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,4,0.527979725,1.088733952,-3.126124364,3.140116178,0.026497525,15.37114955,-313.4718511,313.0623007,58.24769182,51.00271888,0,576.0324178,0.063157895,0.217948718
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,5,0.017320933,1.711714825,-3.136957098,3.140589249,-0.559596172,16.2451076,-313.9220577,313.6655247,88.59494643,60.31559495,2.604058453,439.7221568,0.046153846,0.521754386
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,6,0.132173097,1.635812559,-3.136853924,3.139397441,1.226385787,28.04979162,-313.2911852,312.2664768,102.6301888,58.37157406,1.003794299,329.2444733,0.043724696,0.229259259
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,7,-0.1317848,1.388529676,-3.042502578,2.92630014,-0.018360102,0.591856716,-3.850681,3.220430653,76.64122704,58.51931664,0.959943265,387.7321145,0.037246964,0.7
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,8,-0.625692712,1.823802166,-3.116475927,3.114154696,0.09169264,9.793063051,-2.596138095,312.7828612,224.9364687,183.5777068,3.207417564,814.1663717,0.021052632,0.793846154
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,9,-0.226620578,1.48496604,-2.78704803,1.797785332,0.036126848,0.823171245,-1.909750988,2.635630612,273.7874799,184.5107932,3.78790237,816.7337632,0.023481781,0.38137931
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,10,-0.242343107,1.278350307,-2.415642702,2.395944519,-3.938037965,34.25516919,-130.4549741,236.9654177,115.0074178,58.1405497,16.45167673,289.4290124,0.023481781,0.062758621
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,11,0.877143959,1.264461853,-1.698617764,2.976865462,2.837220171,6.62074881,-8.191074429,18.08855613,143.354998,71.03844157,27.40810944,300.9588379,0.013765182,0.067058824
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,12,-0.95056584,1.731393688,-3.137487902,3.109309494,-4.438490945,32.55976835,-310.3542633,6.878530044,159.9645127,100.8252002,5.97974497,494.418674,0.016194332,0.271
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,13,-0.795066836,1.659035971,-3.137463864,3.130278981,-0.134276248,14.62681578,-313.5970899,312.5009894,91.94617721,72.01262895,1.165083702,476.6648105,0.033198381,0.673170732
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,14,-0.196113426,1.854185022,-3.139076045,3.14111252,0.946455636,15.33312213,-1.298634497,313.4078492,197.6179405,179.1866687,6.428309954,794.2432805,0.009716599,0.696666667
control,pre-induction_EPM_fixed_3_superanimal_topviewmouse_snapshot-detector-004_snapshot-004_animal0,141,15,0.408211219,1.445710353,-3.064566264,3.102778629,-1.010756856,12.06203285,-310.5037348,4.202914607,125.0411913,92.50116325,4.243302133,505.6325994,0.020242915,0.54
