group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,OFT_trial_3,141,13,0.060553632,1.288092849,-3.046733588,1.794857633,-0.400752368,1.421125881,-4.816440873,2.61111912,189.0818967,133.7313636,2.895739055,543.8316342,0.043778802,1.750526316
control,OFT_trial_3,141,14,-1.097067328,1.117275858,-3.117973904,3.065930075,0.40175141,11.17356782,-311.0803129,3.522501484,103.4957425,76.34788306,3.696454323,382.0635594,0.020737327,1.746666667
control,OFT_trial_3,141,16,0.138318045,2.125527097,-3.141363914,3.137945221,-0.310683347,34.06873202,-311.729679,312.5727105,156.3265865,106.0547863,0,570.8112063,0.013824885,2.236666667
control,OFT_trial_3,141,17,2.00111389,2.087040038,-3.135763924,3.134841211,-2.06508079,27.80084388,-314.0131765,2.904459911,234.1661479,71.75870488,93.412901,402.2930734,0.004608295,1.28
control,OFT_trial_3,141,19,-0.989344519,1.244799444,-2.809493613,1.570082614,-1.183322373,1.68599671,-5.093028979,2.660839164,257.3809075,117.6883757,12.47555276,574.9302393,0.020737327,0.72
control,OFT_trial_3,141,20,0.956588608,0.955871959,-0.771212385,2.426575436,0.667870663,1.200101621,-1.479684329,3.888011419,154.5417203,94.61977791,4.390871575,464.9204594,0.002304147,4.04
control,OFT_trial_3,141,21,-1.327348959,0.051002002,-1.401044517,-1.25340302,0.082355049,0.396455642,-0.65182664,0.807773302,84.53268855,50.97895977,12.97515905,204.8615726,0.002304147,0.98
control,OFT_trial_3,141,22,1.011075965,0.21849762,0.699696185,1.643857534,0.754549862,1.394024986,-4.124582075,3.770591206,141.3190993,166.604473,10.59184779,770.5146276,0.004608295,0.74
control,OFT_trial_3,141,24,-2.859025592,0.026217229,-2.887891827,-2.826655807,0.28278032,0.075168444,0.133981421,0.364908505,100.6838739,47.07379422,21.78668353,177.6485764,0.002304147,0.18
control,OFT_trial_3,141,25,2.812723674,0.060386533,2.676963288,2.897203625,-0.138714823,0.538203982,-1.039324405,0.668553321,137.7266025,89.8021508,11.21599987,282.0780861,0.002304147,0.7
control,OFT_trial_4,98,0,-0.338906802,1.827134219,-3.132683531,3.141260756,0.071398741,14.11127624,-312.8535476,313.5971677,81.28263435,62.19121261,1.695116334,490.4447276,0.188202247,1.473731343
control,OFT_trial_4,98,1,0.742641204,1.925472793,-3.137193375,3.138458066,0.064827168,13.81849538,-312.1882208,313.7340534,57.41072496,49.90181991,0.75211334,383.0462128,0.132022472,1.525106383
control,OFT_trial_4,98,2,-0.439990354,1.880461276,-3.140986205,3.136536247,-0.577455123,19.55262917,-313.6499825,313.8328195,118.112512,96.76882703,0.884006855,617.6168996,0.095505618,1.359411765
control,OFT_trial_4,98,3,0.552764377,2.333894779,-3.140652131,3.140914488,0.047494861,12.73234885,-313.9175325,313.9792623,34.60537132,18.77078465,1.016912636,152.3990169,0.106741573,1.598421053
control,OFT_trial_4,98,4,-0.323791443,1.996526958,-3.141204741,3.138964688,0.420129669,24.97358009,-5.367504257,313.1955093,171.3450418,111.4490485,6.306931187,533.0376242,0.056179775,0.942
control,OFT_trial_4,98,5,-0.881484214,1.346554872,-3.112362449,1.325156959,0.24184533,12.58291664,-312.3202043,3.931530373,178.3207969,116.7536844,2.125668046,566.4949456,0.042134831,0.832
control,OFT_trial_4,98,6,-0.218738497,1.786185335,-3.128572258,3.097825639,0.047522295,23.04100458,-312.0156905,7.379183743,140.4972339,112.5965261,5.259740938,666.2465898,0.025280899,0.826666667
control,OFT_trial_4,98,7,-0.247353874,0.440553662,-0.998416202,0.564483485,-0.973472233,0.566182704,-1.839042997,0.244932593,80.46265133,34.28215641,9.330844857,151.4023098,0.002808989,1.66
control,OFT_trial_4,98,8,-1.425301732,0.382082783,-2.058440115,-0.403908441,-0.765429554,1.147809627,-3.230204918,1.192200453,214.2982814,107.1254277,7.190823515,459.3465305,0.002808989,2.16
control,OFT_trial_4,98,9,0.451470001,2.036229684,-3.137667685,3.141543992,0.23795275,23.51080658,-313.7043577,313.2154627,170.8482501,114.2966206,2.661256339,524.527693,0.061797753,2.420909091
control,OFT_trial_4,98,10,0.541501163,1.685515972,-3.135834782,3.141098432,-0.260363447,13.99440571,-312.7542528,313.6462346,171.6701585,124.6485904,0.714766523,566.1136648,0.06741573,1.686666667
control,OFT_trial_4,98,11,0.861089694,1.843593885,-3.141530067,3.140852984,-0.10867052,24.44744319,-313.841161,313.4541783,134.1440702,107.2888005,0.881940564,563.2087031,0.039325843,3.28
control,OFT_trial_4,98,12,0.56644522,1.361955916,-1.924751078,3.035993725,0.458392126,1.202219546,-2.362564301,4.13200152,152.7413475,124.846948,1.523909482,1232.422248,0.030898876,2.709090909
control,OFT_trial_4,98,13,-0.552156577,1.382587214,-3.020815282,1.396148036,-0.433291648,1.463176163,-3.715622102,2.118512981,190.7624425,142.7764494,2.408584574,631.1391767,0.011235955,1.45
control,OFT_trial_4,98,14,-1.588399104,1.178720116,-3.139831875,3.071243418,-0.286203655,13.63517095,-313.0042058,3.021826438,113.8640066,93.07073696,6.008723135,486.0111385,0.014044944,2.128
control,OFT_trial_4,98,15,1.197426162,0.762132764,0.02351654,2.773403541,-1.895673438,0.726848594,-3.138876572,0.058986218,149.525172,80.15337709,0,295.6749231,0.005617978,1.01
control,OFT_trial_4,98,16,1.462105461,1.246744388,-1.228960579,3.059329507,1.840713982,1.415342083,-1.989477332,4.724034513,224.1290098,115.3226284,26.53814438,531.9311154,0.014044944,0.82
control,OFT_trial_4,98,18,-0.550711666,2.444608851,-3.136824543,3.141398071,-0.173230117,47.08345314,-313.7666789,313.9664778,299.6525739,132.9052344,9.660578861,550.4035938,0.008426966,1.186666667
control,OFT_trial_4,98,19,-0.619571875,0.932598884,-1.444010281,1.243095587,-0.292912193,1.083344127,-2.64332629,2.085352912,225.7651317,121.369471,26.76430727,507.6425732,0.011235955,0.595
control,OFT_trial_4,98,20,-1.090526247,0.06731403,-1.170754798,-0.995007339,-0.265805018,0.300071856,-0.726806447,0.154227472,135.1980911,53.17388509,27.14265108,230.0856963,0.002808989,0.54
control,OFT_trial_4,98,21,0.584280892,1.390534476,-1.416590885,1.74247965,-0.474787412,1.505478959,-3.331710384,1.351711316,138.3806482,105.7177384,4.302954392,456.4317869,0.005617978,0.44
control,OFT_trial_4,98,22,0.766931405,0.291432797,0.122223628,1.319715826,0.060968546,1.20665957,-2.442405938,5.157771396,107.5360746,73.34017534,1.32071755,395.7811917,0.005617978,4.13
control,OFT_trial_4,98,25,1.422015779,0.026478287,1.381098428,1.47363719,-0.097133918,0.210416889,-0.486137253,0.122867036,52.31679959,34.649491,8.434806336,157.2344307,0.002808989,0.6
