group,name,ID,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,3,0.640039936,1.570768447,-3.005087054,2.968653197,-0.019861856,0.257646611,-1.640821012,1.205660093,33.49172692,18.39852722,0.917891873,111.3043287,0.058394161,0.850833333
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,4,-0.251870753,1.833204955,-3.140420853,3.140889287,0.121246708,28.01742763,-314.0902161,314.0060741,156.8263225,93.94105362,5.2931416,519.8722802,0.077858881,1.09375
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,5,0.241208559,1.489373473,-3.139038081,3.134932022,0.398256937,9.931530036,-313.4178794,6.498011069,170.2231958,113.5421773,0,522.9568901,0.04136253,1.201176471
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,6,-0.188553585,1.509850978,-3.128767647,3.130958959,0.93829919,13.43512638,-310.2989285,7.418862253,126.9966281,101.2708075,0.305365374,547.7262526,0.058394161,1.358333333
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,7,-0.682084747,1.597983278,-3.115672878,3.097526451,0.709474666,22.26986434,-2.712665376,312.3545505,77.73849541,42.85266233,4.401053826,226.3498875,0.00729927,1.32
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,8,-0.291667179,1.77901247,-2.778694176,2.562459434,-0.49253155,1.395545062,-3.214721596,2.735353873,155.7385283,84.07548396,7.978235429,397.2166655,0.0243309,0.696
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,9,0.438974959,1.88127825,-3.137452582,3.125334591,-0.063669135,18.77091256,-313.1410802,312.2520016,113.5980505,109.1470669,1.448696718,589.4816889,0.02676399,2.527272727
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,10,0.593755472,1.864855091,-3.140343552,3.138410179,0.355287151,24.16191687,-313.4654775,313.8839242,157.995023,116.4619822,0.775359807,602.7487287,0.0486618,1.683
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,11,-0.496799941,2.131262579,-3.14091076,3.137128596,-0.235025591,16.02786939,-313.0539695,313.8654481,103.4003056,89.79902007,0.762837529,543.951508,0.075425791,2.709677419
control,pre-induction_OFT_fixed_Trial 2 - crop_superanimal_topviewmouse_snapshot-fasterrcnn_mobilenet_v3_large_fpn-004_snapshot-hrnet_w32-004_animal0,137,12,0.109004809,2.053705983,-3.131620296,3.088587313,-0.301055743,17.08822659,-312.1899881,3.342951164,129.0209741,93.67138593,4.085110211,460.5526073,0.01946472,1.675
