syllable,centroid x,centroid y,heading,latent_state 0,latent_state 1,latent_state 2,latent_state 3,latent_state 4
21,613.3035,368.5902,-3.0165,0.6318,-0.1603,0.1437,0.8849,0.6813
21,613.662,366.5178,-2.9573,0.6973,-0.1431,0.652,1.1524,0.8723
21,614.7452,366.4418,-2.9991,0.8315,-0.1625,0.6461,0.6206,0.9165
21,615.3208,366.2422,-2.9819,0.9561,-0.2856,0.5766,0.862,0.8361
21,618.4278,365.7711,-2.9936,0.8723,-0.2667,0.5613,0.7598,0.8115
21,618.7291,366.3456,-3.0217,0.8918,-0.5722,0.7426,0.789,0.7211
21,620.6799,367.443,-3.1169,1.0079,-0.5542,0.7795,1.0408,0.3973
21,621.1462,368.8213,-3.0887,1.1462,-0.6376,0.7985,0.9223,0.3494
21,621.6237,370.0866,-3.1281,1.0377,-0.8279,0.8272,0.9981,0.2253
21,621.6059,370.4817,3.0501,1.159,-1.0339,1.0595,0.7743,0.2586
21,621.3386,371.5913,3.0164,1.0897,-1.0123,0.7536,0.5554,0.4467
21,619.2719,372.4564,2.9529,0.9625,-1.1283,0.7092,0.441,0.6848
21,618.6159,374.5513,2.8996,0.8054,-1.2495,0.2018,0.2541,0.5679
21,616.08,376.6347,2.8924,0.3375,-1.36,0.1214,0.3202,0.7198
21,613.8515,378.4422,2.8694,0.1177,-1.219,-0.2691,0.2197,0.9762
21,610.4737,380.0295,2.8157,-0.1175,-1.3199,-0.4851,-0.1217,0.8624
21,605.9398,382.6297,2.8122,-0.4301,-0.9144,-0.6994,-0.0138,0.8776
21,601.2786,386.2141,2.7859,-0.7223,-0.9427,-0.8241,-0.2089,0.8537
21,595.3377,387.2905,2.7192,-0.9772,-0.957,-0.4348,-0.0137,1.0084
5,591.452,389.3197,2.7239,-0.8963,-0.7038,-0.4865,-0.2714,1.0239
5,585.8743,391.8449,2.7204,-1.0145,-0.4642,-0.5349,-0.1831,1.0856
5,582.0284,394.201,2.7331,-0.9028,-0.2371,-0.621,-0.0913,0.9605
5,576.9801,396.6226,2.7082,-0.8399,-0.1874,-0.6737,-0.0969,1.0478
5,572.6064,398.1163,2.7051,-0.8581,-0.1569,-0.7467,0.2432,0.8762
5,567.9557,400.5811,2.7067,-0.8828,-0.3002,-0.6871,-0.1331,0.6591
5,563.738,401.9254,2.7503,-0.879,-0.4271,-0.6549,0.0154,0.3778
5,560.4915,404.2472,2.691,-0.8445,-0.6018,-0.6392,0.0396,0.4051
5,556.8987,406.7566,2.7297,-0.727,-0.6919,-0.6282,-0.16,0.2328
5,554.8083,409.8829,2.7133,-0.8682,-0.7689,-0.5644,0.1633,0.3471
5,551.5075,412.4871,2.7001,-0.818,-0.8428,-0.4785,0.3321,0.2127
5,547.9831,416.4941,2.7322,-0.8058,-1.0393,-0.4205,0.2456,0.3115
5,545.7218,419.6364,2.6659,-0.7335,-0.9707,-0.405,0.3016,0.4727
5,543.3688,422.7304,2.6727,-0.7731,-0.7362,-0.5477,0.146,0.3337
5,540.9148,425.4449,2.6236,-0.8852,-0.682,-0.7083,0.1949,0.1041
5,537.5176,428.494,2.6011,-1.1042,-0.6558,-0.7892,0.1335,0.211
5,533.7214,430.6959,2.6172,-1.0373,-0.9038,-0.9035,0.0598,0.1095
5,530.5171,433.6683,2.5864,-1.0063,-0.8939,-0.9017,0.0688,0.3291
5,526.4999,434.3195,2.5958,-0.8944,-0.8493,-0.9097,-0.0078,0.127
5,523.2109,436.744,2.5967,-0.7515,-0.6439,-0.8482,-0.0862,0.2741
5,520.0724,440.4908,2.641,-0.7914,-0.5622,-0.8199,-0.3545,0.3021
5,517.0781,442.9981,2.5727,-0.8738,-0.5876,-1.0051,-0.5536,0.1415
5,514.1495,445.122,2.6292,-0.9773,-0.3817,-1.0052,-0.7153,0.2986
5,509.5783,447.9812,2.6407,-0.9644,-0.2858,-0.9051,-0.3775,0.2787
5,504.6037,450.5818,2.6547,-0.8359,-0.103,-0.82,-0.2454,0.7054
5,501.5913,452.1739,2.6293,-0.7785,-0.0199,-1.009,-0.4094,0.4741
5,497.0188,455.4874,2.5953,-0.8801,0.0293,-0.8256,-0.0955,0.4138
5,491.4532,458.0602,2.5736,-0.8893,0.0756,-0.6884,-0.1974,0.361
5,486.8591,461.6975,2.6221,-0.9119,0.0836,-0.9082,-0.0598,0.1743
5,481.4552,465.262,2.6375,-0.8891,0.1243,-0.9222,0.2517,0.2792
5,477.1045,468.2005,2.6332,-0.8097,0.3608,-0.9399,0.1841,0.3931
5,472.0636,470.7738,2.7027,-0.9181,0.2918,-0.7306,0.5002,0.5445
5,467.4224,473.2272,2.6566,-0.8757,0.1694,-0.8183,0.329,0.3218
5,461.6928,475.5264,2.7471,-0.9453,0.1869,-0.9282,0.1937,0.4366
5,457.0281,477.7896,2.7332,-0.9951,0.1974,-0.7726,0.3273,0.3711
5,453.0177,478.5645,2.7821,-0.7769,0.274,-0.8625,0.3225,0.5102
5,448.4788,478.5677,2.8038,-0.7038,0.3798,-0.7555,0.4427,0.65
5,445.5772,479.044,2.895,-0.556,0.2325,-0.711,0.2787,0.6455
5,442.1956,478.9649,2.9132,-0.5205,0.2692,-0.6001,0.5376,0.745
5,440.3232,478.8765,3.04,-0.3039,0.3262,-0.3644,0.6699,0.6964
5,439.1248,478.5444,3.1341,-0.1227,0.4056,-0.2964,0.5227,0.8515
5,436.9498,477.0281,-3.0912,-0.0188,0.5148,-0.233,0.8936,0.9042
5,434.6597,476.1003,-2.9683,0.2659,0.4574,-0.0868,0.7453,0.8392
5,434.6839,475.914,-2.9516,0.1188,0.3569,-0.1279,1.1323,1.0043
5,434.0523,475.2083,-2.9436,0.3107,0.2409,-0.1668,1.2269,0.7366
5,435.167,475.7076,-2.9755,0.3404,0.2363,-0.0056,1.6014,0.9076
5,436.1635,475.9534,-2.9452,0.5576,0.1834,-0.0976,1.0733,0.8838
5,436.6675,475.5893,-2.946,0.4824,0.3313,-0.1957,1.3754,1.0547
5,436.0798,475.4662,-2.9261,0.5726,0.4427,-0.0872,1.1008,1.1234
5,436.4398,475.8537,-2.9459,0.6636,0.5663,0.0502,1.1923,1.1931
5,437.318,475.0943,-2.9016,0.5411,0.7067,0.0564,1.0237,1.1703
5,436.9757,475.4404,-2.9055,0.544,0.7798,0.0096,1.078,1.2027
5,437.538,475.3247,-2.8989,0.517,0.6538,0.0273,0.9671,1.0401
5,436.6192,474.9723,-2.873,0.3386,0.7627,-0.159,1.2296,0.8156
5,436.9025,473.4332,-2.8478,0.3132,0.767,-0.0775,1.1382,0.7501
5,436.4474,471.9274,-2.8342,0.1099,0.8096,-0.3395,0.9305,0.6419
5,433.8818,470.452,-2.7725,0.1869,0.7965,-0.3979,0.687,0.695
5,431.9338,468.774,-2.7825,0.0196,0.8469,-0.4696,0.7512,0.6803
5,429.9972,466.9347,-2.7721,-0.1745,0.9091,-0.5532,0.8586,0.513
5,426.893,464.2453,-2.7173,-0.2766,0.6677,-0.5924,0.5472,0.5076
5,423.1926,460.702,-2.6255,-0.5021,0.5483,-0.6519,0.511,0.5427
5,419.192,456.0441,-2.6513,-0.6944,0.5812,-0.5639,0.5531,0.4962
5,414.2823,453.1996,-2.6051,-0.7733,0.4809,-0.7123,0.3629,0.4679
5,408.4552,450.2066,-2.5817,-0.8244,0.5478,-0.6143,0.4054,0.5341
5,404.4114,445.551,-2.5197,-0.8789,0.4662,-0.4547,0.3591,0.5321
5,397.9901,440.804,-2.5238,-0.7276,0.3794,-0.4294,0.4682,0.4182
5,392.7834,437.4369,-2.4677,-0.7476,0.3237,-0.4739,0.6374,0.282
5,387.8249,433.6771,-2.4586,-0.6937,0.2217,-0.4759,0.4432,0.2436
5,382.2369,431.4512,-2.5195,-0.6683,-0.0654,-0.376,0.3524,0.184
5,377.6997,427.2289,-2.4689,-0.5623,-0.0663,-0.4622,0.4643,0.125
5,373.726,424.5778,-2.4361,-0.422,-0.2068,-0.4773,0.3813,0.1854
5,369.5372,421.6286,-2.3652,-0.3384,-0.4627,-0.264,0.6863,0.2646
5,366.5481,419.5334,-2.3432,-0.0284,-0.2847,-0.1703,0.6942,0.3659
5,364.2842,416.5322,-2.3096,-0.0669,0.0884,-0.2825,0.7247,0.3054
5,363.2774,414.2787,-2.2583,0.0222,0.4012,-0.3212,0.7195,0.5401
5,362.31,411.5683,-2.2667,-0.043,0.6047,-0.2952,0.6919,0.2858
5,360.5995,409.6474,-2.2531,-0.19,0.551,-0.4758,0.5006,0.1271
5,359.4173,408.2727,-2.2784,-0.3206,0.6276,-0.3979,0.6016,0.1137
5,357.6362,406.3305,-2.2655,-0.344,0.7257,-0.5547,0.2572,0.3249
5,354.4098,404.525,-2.3215,-0.4324,0.4082,-0.4193,0.1469,0.2582
5,351.6844,402.0305,-2.3318,-0.3683,0.2343,-0.362,0.1189,0.3719
5,350.526,402.4451,-2.3855,-0.1696,0.1699,-0.2583,0.4447,0.4879
5,348.611,402.2567,-2.3653,-0.0077,0.3687,-0.2106,0.4029,0.4472
5,347.6323,401.9627,-2.3011,0.1297,0.2548,0.029,0.8566,0.3814
5,348.2807,402.5885,-2.2311,0.3399,0.4017,0.1732,0.8624,0.5763
5,349.183,403.1395,-2.2088,0.4128,0.5643,0.2283,0.9316,0.5519
5,350.221,404.4696,-2.1841,0.3891,0.7768,0.2069,1.0284,0.5907
5,350.1667,404.2924,-2.1963,0.397,0.806,0.183,0.7967,0.5267
5,349.5965,403.4261,-2.1586,0.4581,0.9243,0.1534,0.6602,0.4673
5,349.4741,403.1789,-2.1357,0.4293,0.809,0.1622,0.6063,0.1599
5,349.3184,403.4582,-2.1162,0.4036,0.742,0.1471,0.8569,0.3208
5,349.2606,403.3474,-2.1302,0.451,0.4569,0.0013,0.6766,0.1473
5,348.7585,402.8845,-2.1337,0.3211,0.2648,-0.1356,0.6332,0.0685
5,348.6155,402.5735,-2.1724,0.3221,0.1932,-0.1746,0.5901,0.1485
5,347.9248,403.4607,-2.1828,0.385,0.1619,-0.2194,0.423,0.2229
5,347.1112,404.0407,-2.1776,0.3453,-0.1314,-0.0679,0.4826,-0.1353
5,347.0203,404.8239,-2.2598,0.4744,-0.0866,0.1068,0.5816,0.1508
5,345.8268,404.3098,-2.2599,0.4316,-0.1533,0.087,0.7455,0.1001
5,345.2856,404.8488,-2.2554,0.3647,-0.1507,0.1219,0.8608,0.1607
5,344.9078,405.421,-2.2878,0.2895,-0.3836,0.0303,0.7007,0.1531
5,344.5727,406.8053,-2.3328,0.3319,-0.3549,0.0315,0.9516,0.1866
5,345.2272,407.4917,-2.3072,0.2661,-0.3786,-0.0091,1.0478,0.1417
5,344.768,407.6461,-2.3228,0.362,-0.3936,-0.1642,0.9083,-0.098
5,343.8983,407.6294,-2.3478,0.2915,-0.5224,-0.0864,0.8585,0.215
5,342.0139,406.8192,-2.3707,0.2461,-0.53,0.0465,0.9865,0.3449
5,341.6086,406.698,-2.3779,0.17,-0.4452,0.0239,1.09,0.361
5,341.1471,406.2213,-2.3915,0.1416,-0.4393,-0.1566,1.2325,0.3313
5,339.3968,406.1801,-2.4858,0.1127,-0.4638,-0.2274,1.2823,0.2046
5,338.9897,406.0413,-2.4571,0.0709,-0.5766,-0.2883,1.032,0.187
5,338.7627,405.7678,-2.4381,-0.0178,-0.6253,-0.3045,1.0979,0.3581
5,338.1472,405.2856,-2.4393,-0.0382,-0.6163,-0.3221,0.8025,0.3056
5,337.3836,404.03,-2.4658,-0.0824,-0.5728,-0.3724,0.5184,0.3903
5,335.9961,403.1764,-2.4431,-0.1787,-0.3848,-0.301,0.5202,0.5194
5,335.7268,402.8955,-2.4432,-0.0805,-0.3375,-0.2699,0.8369,0.5467
5,337.1399,403.601,-2.4431,-0.0711,-0.2586,0.0535,0.8785,0.685
5,337.7321,403.8186,-2.416,-0.0482,-0.2387,0.1523,1.0823,0.7356
5,339.0135,404.0332,-2.4094,0.0093,-0.2782,0.2421,1.1367,0.5478
5,339.6437,403.891,-2.4331,0.178,-0.2988,0.3456,1.1587,0.68
5,340.4397,405.0058,-2.4713,0.2549,-0.3948,0.1138,1.1144,0.5403
5,341.3876,404.9746,-2.3972,0.3254,-0.3188,0.0503,1.206,0.6106
5,342.2123,405.4137,-2.3944,0.4185,-0.2577,-0.0755,1.1502,0.5128
5,343.1252,405.436,-2.3702,0.4343,-0.3128,-0.0479,1.0052,0.5564
5,343.7098,406.1084,-2.3767,0.3511,-0.3564,-0.2747,0.8117,0.5648
5,344.011,405.5404,-2.3289,0.2688,-0.1775,-0.3501,0.9632,0.5841
5,343.5461,405.4256,-2.3582,0.3039,-0.1276,-0.2593,0.8859,0.4498
5,342.0782,404.235,-2.3196,0.2089,-0.3375,-0.3747,0.9008,0.475
5,342.5469,403.8039,-2.3327,0.3401,-0.3234,-0.3569,0.8906,0.7451
5,343.1004,403.8021,-2.3292,0.3946,-0.2742,-0.2763,0.7948,0.5949
5,344.6829,404.1101,-2.3457,0.3274,-0.1596,-0.1564,0.8244,0.7223
5,343.6917,403.4308,-2.3562,0.3304,-0.3478,-0.0626,0.7704,0.4718
5,343.047,403.7153,-2.3802,0.1385,-0.1336,-0.0408,1.1262,0.5621
5,342.9467,403.7861,-2.3391,0.0518,-0.4258,-0.0825,1.1333,0.3508
5,342.3246,403.0057,-2.3805,0.1064,-0.3817,-0.1777,0.9682,0.094
5,342.3374,403.3636,-2.4055,0.0159,-0.4663,-0.2872,0.641,0.2647
5,341.9968,402.9414,-2.4109,0.0076,-0.2974,-0.2143,0.8104,0.2272
5,341.6725,403.0375,-2.4397,0.1318,-0.4839,-0.2129,0.5326,-0.0699
5,341.5023,403.5529,-2.3988,0.1943,-0.4692,-0.4344,0.3013,-0.0843
5,341.5336,404.3328,-2.3897,0.1361,-0.5478,-0.5085,-0.0032,-0.1651
5,342.1336,404.3381,-2.3971,0.1854,-0.3532,-0.6553,-0.0153,-0.2578
5,341.61,403.8749,-2.4272,0.0079,-0.5276,-0.8095,-0.1967,-0.4684
5,341.6142,403.4161,-2.3963,0.0109,-0.3508,-0.823,-0.3727,-0.3738
5,341.3642,404.5788,-2.386,-0.0592,-0.6117,-0.8464,-0.3669,-0.3343
5,342.8377,404.4347,-2.3438,0.1341,-0.4535,-0.7194,-0.1487,-0.2241
5,344.6935,404.6653,-2.2727,0.2889,-0.1592,-0.6444,-0.3036,-0.0841
5,347.0219,404.8833,-2.1683,0.2247,-0.0008,-0.8082,-0.2971,0.205
5,348.1428,404.5076,-2.1734,0.2306,0.3729,-0.7905,-0.1805,0.112
5,350.4221,404.525,-2.2008,0.2044,0.2374,-0.8654,-0.1109,0.0142
5,349.8607,404.7496,-2.1322,0.0784,0.2212,-0.9853,-0.3902,0.0404
5,350.0052,403.6994,-2.1323,0.0691,0.1978,-1.0493,-0.7145,-0.0176
5,350.6738,402.8759,-2.0839,0.058,0.1201,-1.0452,-0.434,0.0934
5,351.629,402.4627,-2.0496,0.078,0.246,-0.8858,-0.4479,0.2715
5,352.8957,403.4092,-2.041,0.1525,0.6597,-0.5757,-0.1967,0.39
5,353.6895,403.6388,-1.9474,0.1686,0.9243,-0.3843,0.1815,0.3371
5,355.4336,403.3281,-1.8686,0.3229,1.0331,-0.1455,0.3672,0.5319
5,357.265,403.3236,-1.8397,0.2986,1.2018,0.1051,0.2531,0.3747
5,358.7168,403.3509,-1.7786,0.3442,1.3818,-0.0249,0.5523,0.3911
5,360.9811,401.7014,-1.7059,0.1987,1.3536,0.0227,0.6522,0.2809
5,361.612,398.5245,-1.6599,0.1589,1.3272,0.1866,0.4736,0.216
5,364.4464,394.9105,-1.6152,0.0871,1.1352,0.1274,0.485,0.2946
5,366.1915,391.3261,-1.5716,-0.0798,0.7871,0.1214,0.4933,-0.0544
5,367.041,387.403,-1.5337,-0.1047,0.7906,0.1208,0.6238,0.0677
5,367.0314,383.7623,-1.4269,-0.1862,0.697,0.1892,0.4463,0.2305
5,367.8992,379.5886,-1.3854,-0.3487,0.6587,-0.0035,0.4468,0.0824
5,367.9976,374.9384,-1.3555,-0.5441,0.8213,0.0257,0.6402,0.0194
5,369.5751,369.704,-1.3121,-0.6592,0.8621,0.0189,0.4232,0.0157
5,370.907,364.2959,-1.2472,-0.7964,0.7172,-0.055,0.4493,0.1271
5,373.8984,358.4577,-1.2197,-0.705,0.5864,-0.1479,0.1824,-0.0044
5,375.1634,354.5854,-1.1958,-0.5871,0.457,-0.0745,0.5415,0.0114
5,377.5909,351.139,-1.0636,-0.4786,0.4225,0.0704,0.2893,0.0574
5,379.1987,350.5733,-1.0252,-0.3815,0.2495,-0.0687,0.0662,-0.0736
5,380.7305,349.7473,-0.9317,-0.4203,0.1783,-0.0496,0.2719,0.0801
5,381.9182,348.7795,-0.8162,-0.3503,0.2237,-0.2825,0.3696,0.0894
5,382.3119,349.9996,-0.7485,-0.2991,0.3392,-0.0996,0.2393,0.0774
5,381.6957,351.1266,-0.7171,-0.2633,0.1503,-0.1761,0.268,-0.0536
5,383.3121,353.4037,-0.6702,-0.2069,0.2711,-0.2071,0.3638,0.154
5,383.6288,353.4756,-0.6782,-0.2032,0.4262,-0.1779,0.1481,0.1924
5,383.9299,354.4393,-0.6694,-0.1526,0.4421,-0.1607,0.1743,-0.2604
5,382.9831,357.0516,-0.5939,0.0338,0.7283,-0.1042,0.3735,-0.1069
5,382.934,359.3246,-0.4677,0.0536,0.9588,-0.0975,0.3626,-0.0781
5,383.2393,363.326,-0.3963,0.0842,1.3618,0.0031,0.4696,0.0796
5,384.3375,365.9928,-0.2952,0.0125,1.6003,-0.0419,0.668,0.1248
5,385.4188,368.9888,-0.2762,-0.0117,1.6268,-0.067,0.764,0.0415
5,387.7493,372.6049,-0.1148,0.059,1.7626,-0.3182,0.6045,-0.0033
5,390.5905,375.2984,-0.0389,-0.0456,1.8031,-0.3772,0.5279,0.015
5,394.2231,378.8141,0.0222,-0.1515,1.5718,-0.3631,0.4753,-0.311
5,397.1151,380.1912,0.033,-0.3009,1.3985,-0.3484,0.7491,-0.3815
5,401.3623,382.8409,0.0503,-0.3629,1.096,-0.2197,0.8457,-0.1914
5,405.6767,384.3275,0.1619,-0.4401,0.9905,-0.4869,0.6186,-0.3137
5,410.1907,385.9862,0.2386,-0.5382,0.9302,-0.3934,0.6692,-0.0385
5,414.6334,386.7816,0.2551,-0.6741,0.5871,-0.4876,0.9222,-0.3822
5,421.3534,387.8687,0.3326,-0.823,0.4557,-0.3789,0.9578,-0.1388
5,427.6344,389.2026,0.3397,-0.8741,0.1935,-0.4823,0.8091,-0.3131
5,435.947,391.3636,0.3408,-1.0116,0.2289,-0.4382,0.6135,-0.1542
5,443.5727,392.939,0.3591,-1.0079,0.0602,-0.4222,0.5238,-0.3764
5,450.8102,397.2745,0.3637,-1.0636,0.0669,-0.3348,0.8045,-0.3895
5,458.8164,399.2275,0.3709,-0.9046,0.1417,-0.2905,0.7126,-0.2791
5,465.5669,401.9277,0.3537,-0.9568,0.3245,-0.3044,0.9633,-0.2824
5,472.1323,404.4071,0.3688,-1.0242,0.2062,-0.2825,0.8562,-0.1352
5,478.8555,407.1555,0.3862,-1.0626,0.0624,-0.0735,0.9723,-0.0753
5,485.213,410.0619,0.438,-0.8735,-0.0654,-0.065,0.6055,-0.0932
5,491.3455,412.5329,0.4289,-1.0229,-0.2022,-0.1263,1.0858,-0.1326
5,498.8363,416.4621,0.4277,-1.082,-0.0227,-0.0865,0.8455,0.1775
5,504.038,419.2159,0.4917,-0.9897,-0.0143,-0.0839,0.9159,0.1864
5,510.4126,422.9232,0.4798,-0.7473,0.4275,-0.134,1.0541,0.2025
5,515.537,426.4163,0.4941,-0.7404,0.2412,-0.1018,1.1526,0.1161
5,519.8823,428.6924,0.4373,-0.4248,0.2178,-0.1524,1.1744,-0.1085
5,523.4374,430.564,0.3817,-0.4853,-0.1266,-0.0288,1.31,-0.0207
5,527.9789,432.3024,0.4052,-0.4402,-0.2457,-0.1291,1.0674,-0.1842
5,532.7898,433.4662,0.3741,-0.5053,-0.3091,-0.1941,1.1295,0.055
5,536.2317,432.4528,0.3755,-0.6328,-0.5212,-0.484,0.9947,-0.3149
5,540.3854,432.0645,0.3302,-0.7022,-0.3909,-0.4789,0.6876,-0.3854
5,544.1974,431.9755,0.3044,-0.8708,-0.487,-0.5957,0.7904,-0.2956
5,548.6421,431.9725,0.3028,-0.9457,-0.4163,-0.5472,0.5421,-0.3066
5,552.6019,432.2218,0.2958,-0.9029,-0.2693,-0.5017,0.4725,-0.4344
5,556.3921,431.5351,0.2221,-0.9713,-0.1188,-0.2679,0.7061,-0.3437
5,559.3898,431.6552,0.1881,-0.9265,-0.0304,-0.3381,0.6822,-0.237
5,560.22,432.0805,0.1366,-0.7838,-0.0106,-0.15,0.8863,-0.2752
5,560.4013,430.59,0.0921,-0.6063,-0.4101,0.0029,0.9473,-0.403
5,560.096,428.4212,0.0418,-0.307,-0.4551,0.1953,1.0845,-0.395
5,558.8943,427.6838,-0.0153,-0.2059,-0.9268,0.3338,1.173,-0.7358
5,558.1059,425.7133,-0.0485,-0.078,-1.2419,0.4025,1.5271,-0.7889
5,556.7483,423.5278,-0.1067,-0.0487,-1.5214,0.5113,1.6558,-0.6672
5,555.4082,421.4314,-0.192,-0.0233,-1.4522,0.6644,1.5049,-0.7025
5,554.2129,419.8581,-0.2178,-0.0054,-1.3932,0.5775,1.4375,-0.8571
5,554.0033,419.198,-0.1954,0.0218,-1.4727,0.4121,1.4826,-0.8273
5,553.7451,418.0949,-0.2556,-0.0449,-1.6715,0.3853,1.239,-0.835
5,553.8537,416.6061,-0.2926,-0.1075,-1.5844,0.2204,1.2847,-0.7304
5,553.9599,416.2868,-0.3022,-0.2795,-1.6569,0.0603,1.3227,-0.8757
5,554.6615,416.3303,-0.2572,-0.3653,-1.478,0.0847,1.2263,-0.6926
5,554.9571,416.5753,-0.2955,-0.3867,-1.6122,0.0066,1.2937,-1.0079
5,554.3775,416.4589,-0.2815,-0.2822,-1.62,0.1931,1.1632,-0.7848
5,552.5598,417.565,-0.1984,-0.2836,-1.5495,0.29,1.1966,-0.6455
5,551.3505,418.5901,-0.1752,-0.1882,-1.1166,0.3022,1.3596,-0.28
5,548.7042,419.1204,-0.1152,-0.0702,-0.9847,0.6263,1.5151,-0.2973
5,545.9407,420.5187,-0.0355,0.1983,-0.6736,0.8419,1.889,0.0494
5,542.976,420.258,0.0218,0.3509,-0.2497,0.9238,1.88,0.3398
5,540.5626,421.3052,0.108,0.4099,0.1458,1.0546,1.9295,0.234
5,538.8734,422.7625,0.139,0.4718,0.3597,1.0443,1.9008,0.3705
5,536.4832,423.5971,0.2102,0.3972,0.5844,0.8303,1.8941,0.2081
5,535.1808,424.4457,0.2683,0.2901,0.6968,0.7457,1.822,0.0008
5,533.1102,426.7035,0.3388,0.3209,1.0963,0.6006,1.7383,0.1937
5,532.7269,429.0264,0.3756,0.3538,0.9796,0.6702,1.7617,0.185
5,531.5126,430.4115,0.4471,0.473,1.1128,0.861,1.8011,0.1421
5,532.0489,433.36,0.5346,0.3193,1.1193,0.7156,1.7139,0.1959
5,531.729,434.8905,0.5292,0.2212,1.1815,0.5327,1.7901,0.1543
5,532.1704,435.9108,0.5772,0.1522,1.1268,0.5012,1.4614,-0.0437
5,531.7279,437.9496,0.6149,0.2197,1.2216,0.3369,1.208,0.1625
5,532.3712,440.1831,0.6808,-0.0356,1.488,0.1778,0.9942,0.1436
5,533.8195,442.9606,0.6837,-0.234,1.3885,-0.0164,1.018,-0.1335
5,535.4155,444.7216,0.686,-0.4456,1.3072,-0.0784,1.0811,-0.2911
5,537.8029,448.192,0.7204,-0.5317,1.285,-0.1345,1.1877,-0.2671
5,540.6572,450.6581,0.7032,-0.5821,0.9589,-0.1369,0.8942,-0.6034
5,542.6961,452.7812,0.6856,-0.8644,0.6877,-0.0841,0.6764,-0.8248
5,545.0802,455.4892,0.719,-0.8913,0.4864,-0.077,0.4764,-0.6913
5,547.3024,457.5033,0.6485,-0.9062,0.7599,-0.0524,0.5692,-0.9052
5,550.7494,460.6477,0.655,-0.9237,0.7802,-0.0065,0.5906,-0.8333
5,554.6268,462.6417,0.6516,-0.9114,0.6932,0.055,0.7211,-0.817
8,556.6813,464.7799,0.6447,-1.1267,0.5329,-0.2356,0.7676,-0.9555
8,559.4496,466.3132,0.5538,-0.872,0.5631,-0.4384,0.923,-1.068
8,560.5691,466.5271,0.4999,-0.9984,0.6953,-0.356,1.0056,-0.675
8,560.8995,466.2069,0.4489,-0.858,0.7224,-0.5927,1.0665,-0.7789
8,560.0287,464.3514,0.4184,-0.8123,0.4899,-0.4034,1.5338,-0.5953
8,558.2779,463.0243,0.2874,-0.4599,0.2086,-0.0983,1.3572,-0.9109
8,554.3236,459.562,0.2197,-0.2161,-0.0769,0.1903,1.7043,-0.9867
8,551.6562,456.4195,0.1838,0.1367,-0.3435,0.2365,2.1926,-1.1449
8,549.626,453.4251,0.0722,0.3409,-0.7118,0.3529,2.1679,-1.4088
8,548.0856,452.3268,-0.0241,0.4228,-0.9105,0.1769,2.4099,-1.3241
8,547.4126,452.1895,-0.0257,0.3919,-1.0758,0.3643,2.2686,-1.0555
8,546.5112,452.009,-0.1062,0.4079,-0.9887,0.8428,2.7883,-1.0603
8,545.749,453.0764,-0.1144,0.4514,-0.9849,1.0238,2.4632,-0.8915
8,544.4855,454.2721,-0.1978,0.4932,-0.8696,0.9526,2.6177,-0.8501
8,543.8587,454.1725,-0.1744,0.4328,-1.0652,1.0034,2.4751,-0.3761
8,542.0745,454.5804,-0.1848,0.4159,-1.1053,0.912,2.1868,-0.3548
8,540.6059,455.1657,-0.2752,0.5063,-0.9355,0.7194,2.3778,-0.4149
8,539.1134,453.622,-0.3042,0.49,-1.3618,0.5683,2.1395,-0.2637
8,537.572,452.9375,-0.4255,0.4391,-1.4192,0.4783,2.24,-0.4227
8,536.7478,452.3656,-0.4654,0.4619,-1.5414,0.3314,2.3753,-0.3118
8,536.6409,452.5056,-0.5429,0.4731,-1.7157,0.4404,2.5435,-0.5002
8,534.9037,452.077,-0.5641,0.6131,-1.4294,0.7244,2.4833,-0.4621
8,535.4289,450.7423,-0.6211,0.6642,-1.7789,0.8058,2.3276,-0.4605
8,534.7378,449.281,-0.7121,0.6373,-1.8914,0.966,2.2406,-0.3336
8,533.5629,450.4133,-0.7288,0.4242,-1.8572,1.1577,2.457,-0.4141
8,532.5306,452.5119,-0.7414,0.5318,-1.9518,0.7435,2.0461,-0.5819
8,531.8543,453.1934,-0.7978,0.5482,-1.7549,1.2366,1.758,-0.6493
8,530.7246,455.108,-0.8521,0.5582,-1.8725,0.7649,1.7805,-0.6534
8,530.0818,455.9228,-0.9081,0.4625,-1.7316,0.9235,1.4001,-0.4934
8,529.6243,456.2439,-0.8965,0.277,-1.6141,0.9768,1.6559,-0.581
8,529.0271,457.2424,-0.9882,0.2499,-1.8623,1.0278,1.0619,-0.8253
8,527.0047,455.9541,-1.0163,0.2181,-1.7599,0.8404,0.7778,-0.6249
8,527.1038,455.4858,-1.0066,-0.0215,-1.8625,0.7708,0.7124,-0.4702
8,525.6879,454.8129,-1.1052,-0.0704,-1.7143,0.3923,0.7148,-0.6979
8,525.8206,454.4061,-1.0431,-0.3011,-1.4714,0.5829,0.5239,-0.8461
8,525.2649,453.3454,-1.0726,-0.2832,-1.6637,0.3262,0.4955,-0.5684
8,524.9208,453.1275,-1.1069,-0.5792,-1.6149,0.397,0.1804,-0.5328
8,524.506,451.0853,-1.1225,-0.7266,-1.5376,0.1953,0.2728,-0.6022
8,524.5172,449.2008,-1.1504,-0.9171,-1.4828,0.2295,-0.0756,-0.1771
8,525.6216,446.7092,-1.1254,-0.9955,-1.3905,0.3177,-0.5293,-0.4266
